Datum,URL,CDU/CSU,SPD,GRÜNE,FDP,LINKE,AfD,FW,BSW,PIR,Sonstige,Befragte,Methode,Umfang
2022-03-01,INSA,27.0,23.0,15.5,11.0,6.5,10.5,0.0,0.0,0.0,6.5,O • 2.067,O,2067
2022-03-02,POLITBAROMETER,24.0,26.0,17.0,9.0,6.0,11.0,0.0,0.0,0.0,7.0,1.103,"",1103
2022-03-03,DIMAP,26.0,25.0,16.0,9.0,5.0,11.0,0.0,0.0,0.0,8.0,1.320,"",1320
2022-03-05,EMNID,26.0,26.0,17.0,8.0,6.0,10.0,0.0,0.0,0.0,7.0,1.405,"",1405
2022-03-05,INSA,25.0,25.0,15.0,11.0,6.0,11.0,0.0,0.0,0.0,7.0,TOM • 1.185,TOM,1185
2022-03-07,INSA,24.5,25.0,15.5,11.0,6.0,10.5,0.0,0.0,0.0,7.5,O • 2.103,O,2103
2022-03-08,FORSA,25.0,26.0,18.0,9.0,6.0,7.0,0.0,0.0,0.0,9.0,2.501,"",2501
2022-03-11,POLITBAROMETER,24.0,27.0,18.0,9.0,5.0,10.0,0.0,0.0,0.0,7.0,1.345,"",1345
2022-03-11,YOUGOV,26.0,23.0,16.0,9.0,6.0,11.0,0.0,0.0,0.0,7.0,O • 1.629,O,1629
2022-03-12,EMNID,26.0,25.0,19.0,8.0,5.0,10.0,0.0,0.0,0.0,7.0,1.426,"",1426
2022-03-12,INSA,24.0,26.0,16.0,10.0,6.0,10.0,0.0,0.0,0.0,8.0,TOM • 1.201,TOM,1201
2022-03-14,INSA,25.5,25.0,15.5,10.5,5.0,10.5,0.0,0.0,0.0,8.0,O • 2.073,O,2073
2022-03-15,FORSA,26.0,25.0,18.0,9.0,5.0,9.0,0.0,0.0,0.0,8.0,2.502,"",2502
2022-03-17,DIMAP,26.0,25.0,17.0,9.0,4.0,11.0,0.0,0.0,0.0,8.0,1.254,"",1254
2022-03-19,EMNID,26.0,26.0,19.0,8.0,5.0,9.0,0.0,0.0,0.0,7.0,1.416,"",1416
2022-03-19,INSA,26.0,26.0,16.0,10.0,5.0,10.0,0.0,0.0,0.0,7.0,TOM • 1.198,TOM,1198
2022-03-21,INSA,26.5,24.5,16.5,11.0,4.5,11.0,0.0,0.0,0.0,6.0,O • 2.122,O,2122
2022-03-22,FORSA,27.0,23.0,18.0,10.0,5.0,9.0,0.0,0.0,0.0,8.0,2.501,"",2501
2022-03-24,ALLENSBACH,25.0,25.0,17.0,10.5,5.0,10.0,0.0,0.0,0.0,7.5,1.041,"",1041
2022-03-26,EMNID,25.0,26.0,18.0,9.0,6.0,9.0,0.0,0.0,0.0,7.0,1.429,"",1429
2022-03-26,INSA,26.0,26.0,16.0,10.0,5.0,11.0,0.0,0.0,0.0,6.0,TOM • 1.205,TOM,1205
2022-03-29,FORSA,26.0,24.0,18.0,9.0,5.0,9.0,0.0,0.0,0.0,9.0,2.507,"",2507
2022-03-29,INSA,26.0,25.0,16.5,10.0,5.5,10.5,0.0,0.0,0.0,6.5,O • 2.070,O,2070
2022-04-02,EMNID,26.0,25.0,18.0,9.0,5.0,9.0,0.0,0.0,0.0,8.0,1.428,"",1428
2022-04-02,INSA,26.0,26.0,16.0,10.0,4.0,11.0,0.0,0.0,0.0,7.0,TOM • 1.501,TOM,1501
2022-04-04,INSA,26.0,25.0,17.5,10.5,4.5,10.5,0.0,0.0,0.0,6.0,O • 2.063,O,2063
2022-04-05,FORSA,24.0,27.0,19.0,8.0,4.0,9.0,0.0,0.0,0.0,9.0,2.508,"",2508
2022-04-07,DIMAP,25.0,24.0,19.0,9.0,4.0,11.0,0.0,0.0,0.0,8.0,1.325,"",1325
2022-04-08,POLITBAROMETER,24.0,27.0,19.0,8.0,4.0,11.0,0.0,0.0,0.0,7.0,1.230,"",1230
2022-04-09,EMNID,25.0,27.0,19.0,8.0,4.0,10.0,0.0,0.0,0.0,7.0,1.437,"",1437
2022-04-09,INSA,26.0,25.0,16.0,10.0,4.0,11.0,0.0,0.0,0.0,8.0,TOM • 1.503,TOM,1503
2022-04-11,INSA,27.0,25.0,17.5,9.0,4.5,11.0,0.0,0.0,0.0,6.0,O • 2.061,O,2061
2022-04-12,FORSA,24.0,27.0,19.0,8.0,4.0,9.0,0.0,0.0,0.0,9.0,2.500,"",2500
2022-04-13,ALLENSBACH,24.0,28.0,17.0,9.0,6.0,9.0,0.0,0.0,0.0,7.0,1.075,"",1075
2022-04-14,DIMAP,26.0,24.0,18.0,8.0,4.0,11.0,0.0,0.0,0.0,9.0,1.226,"",1226
2022-04-14,YOUGOV,26.0,21.0,18.0,9.0,6.0,12.0,0.0,0.0,0.0,7.0,O • 1.643,O,1643
2022-04-16,EMNID,25.0,26.0,19.0,8.0,4.0,10.0,0.0,0.0,0.0,8.0,1.960,"",1960
2022-04-16,INSA,26.0,25.0,17.0,10.0,5.0,10.0,0.0,0.0,0.0,7.0,TOM • 1.402,TOM,1402
2022-04-19,FORSA,25.0,25.0,20.0,8.0,4.0,9.0,0.0,0.0,0.0,9.0,1.501,"",1501
2022-04-19,INSA,26.0,23.5,19.0,9.0,4.5,11.0,0.0,0.0,0.0,7.0,O • 2.073,O,2073
2022-04-23,EMNID,25.0,25.0,19.0,9.0,4.0,9.0,0.0,0.0,0.0,9.0,1.715,"",1715
2022-04-23,INSA,26.0,24.0,18.0,9.0,5.0,11.0,0.0,0.0,0.0,7.0,TOM • 1.296,TOM,1296
2022-04-25,INSA,26.5,24.0,18.0,9.0,4.5,11.5,0.0,0.0,0.0,6.5,O • 2.056,O,2056
2022-04-26,FORSA,25.0,24.0,20.0,9.0,4.0,9.0,0.0,0.0,0.0,9.0,2.507,"",2507
2022-04-26,GMS,26.0,26.0,18.0,8.0,4.0,9.0,0.0,0.0,0.0,9.0,T • 1.003,T,1003
2022-04-28,DIMAP,26.0,24.0,18.0,9.0,3.0,11.0,0.0,0.0,0.0,9.0,1.314,"",1314
2022-04-29,POLITBAROMETER,23.0,25.0,21.0,9.0,4.0,11.0,0.0,0.0,0.0,7.0,1.170,"",1170
2022-04-30,EMNID,25.0,23.0,20.0,9.0,5.0,9.0,0.0,0.0,0.0,9.0,1.431,"",1431
2022-05-01,INSA,26.0,23.0,18.0,10.0,4.0,11.0,0.0,0.0,0.0,8.0,TOM • 1.202,TOM,1202
2022-05-02,INSA,27.0,23.0,19.0,9.5,4.5,10.5,0.0,0.0,0.0,6.5,O • 2.146,O,2146
2022-05-03,FORSA,26.0,23.0,20.0,9.0,4.0,9.0,0.0,0.0,0.0,9.0,2.508,"",2508
2022-05-07,EMNID,27.0,23.0,19.0,9.0,5.0,9.0,0.0,0.0,0.0,8.0,1.570,"",1570
2022-05-07,INSA,27.0,23.0,18.0,11.0,3.0,10.0,0.0,0.0,0.0,8.0,TOM • 1.501,TOM,1501
2022-05-09,INSA,27.5,22.5,19.0,10.0,3.5,10.5,0.0,0.0,0.0,7.0,O • 2.086,O,2086
2022-05-10,FORSA,26.0,23.0,21.0,9.0,4.0,9.0,0.0,0.0,0.0,8.0,2.501,"",2501
2022-05-12,DIMAP,26.0,22.0,20.0,8.0,4.0,11.0,0.0,0.0,0.0,9.0,1.226,"",1226
2022-05-12,YOUGOV,28.0,20.0,19.0,9.0,5.0,10.0,0.0,0.0,0.0,7.0,O • 1.659,O,1659
2022-05-14,EMNID,26.0,22.0,20.0,9.0,5.0,10.0,0.0,0.0,0.0,8.0,1.426,"",1426
2022-05-14,INSA,27.0,22.0,18.0,10.0,4.0,10.0,0.0,0.0,0.0,9.0,TOM • 1.501,TOM,1501
2022-05-16,INSA,28.0,21.5,20.5,9.0,3.0,11.0,0.0,0.0,0.0,7.0,O • 2.147,O,2147
2022-05-17,FORSA,27.0,22.0,22.0,8.0,4.0,8.0,0.0,0.0,0.0,9.0,2.502,"",2502
2022-05-20,POLITBAROMETER,26.0,22.0,24.0,7.0,4.0,10.0,0.0,0.0,0.0,7.0,1.162,"",1162
2022-05-21,EMNID,26.0,22.0,21.0,8.0,5.0,10.0,0.0,0.0,0.0,8.0,1.425,"",1425
2022-05-21,INSA,28.0,21.0,19.0,10.0,3.0,10.0,0.0,0.0,0.0,9.0,TOM • 1.214,TOM,1214
2022-05-23,INSA,28.5,22.0,20.0,8.5,3.0,10.5,0.0,0.0,0.0,7.5,O • 2.100,O,2100
2022-05-24,FORSA,28.0,21.0,23.0,7.0,4.0,9.0,0.0,0.0,0.0,8.0,2.505,"",2505
2022-05-27,ALLENSBACH,29.0,24.0,20.5,8.0,4.5,9.0,0.0,0.0,0.0,5.0,1.118,"",1118
2022-05-28,EMNID,27.0,21.0,21.0,8.0,5.0,9.0,0.0,0.0,0.0,9.0,1.422,"",1422
2022-05-28,INSA,27.0,23.0,19.0,9.0,4.0,9.0,0.0,0.0,0.0,9.0,TOM • 1.337,TOM,1337
2022-05-30,INSA,27.0,22.0,20.5,8.5,3.5,10.0,0.0,0.0,0.0,8.5,O • 2.056,O,2056
2022-05-31,FORSA,29.0,19.0,24.0,7.0,4.0,9.0,0.0,0.0,0.0,8.0,2.004,"",2004
2022-05-31,GMS,30.0,22.0,20.0,8.0,4.0,7.0,0.0,0.0,0.0,9.0,T • 1.005,T,1005
2022-06-02,DIMAP,27.0,21.0,21.0,8.0,4.0,11.0,0.0,0.0,0.0,8.0,1.337,"",1337
2022-06-04,EMNID,28.0,20.0,23.0,8.0,4.0,8.0,0.0,0.0,0.0,9.0,1.428,"",1428
2022-06-04,INSA,27.0,22.0,20.0,9.0,4.0,9.0,0.0,0.0,0.0,9.0,TOM • 1.501,TOM,1501
2022-06-07,FORSA,27.0,19.0,23.0,8.0,4.0,10.0,0.0,0.0,0.0,9.0,2.002,"",2002
2022-06-07,INSA,27.0,20.0,21.5,9.5,3.5,10.5,0.0,0.0,0.0,8.0,O • 2.055,O,2055
2022-06-10,YOUGOV,30.0,18.0,21.0,7.0,6.0,12.0,0.0,0.0,0.0,6.0,O • 1.633,O,1633
2022-06-11,EMNID,26.0,22.0,23.0,9.0,4.0,8.0,0.0,0.0,0.0,8.0,1.428,"",1428
2022-06-11,INSA,27.0,21.0,21.0,9.0,4.0,10.0,0.0,0.0,0.0,8.0,TOM • 1.203,TOM,1203
2022-06-13,INSA,27.5,20.0,21.0,9.5,3.5,10.5,0.0,0.0,0.0,8.0,O • 2.082,O,2082
2022-06-14,FORSA,27.0,20.0,23.0,8.0,4.0,9.0,0.0,0.0,0.0,9.0,2.511,"",2511
2022-06-17,POLITBAROMETER,26.0,22.0,25.0,6.0,5.0,10.0,0.0,0.0,0.0,6.0,1.133,"",1133
2022-06-18,EMNID,28.0,20.0,22.0,8.0,4.0,9.0,0.0,0.0,0.0,9.0,1.895,"",1895
2022-06-19,INSA,27.0,20.0,21.0,9.0,4.0,10.0,0.0,0.0,0.0,9.0,TOM • 1.501,TOM,1501
2022-06-20,INSA,28.0,19.5,21.0,9.5,4.0,10.0,0.0,0.0,0.0,8.0,O • 2.063,O,2063
2022-06-21,FORSA,28.0,19.0,23.0,8.0,4.0,9.0,0.0,0.0,0.0,9.0,2.504,"",2504
2022-06-21,GMS,29.0,21.0,21.0,8.0,4.0,8.0,0.0,0.0,0.0,9.0,T • 1.003,T,1003
2022-06-22,ALLENSBACH,27.0,23.0,22.0,8.0,4.5,10.0,0.0,0.0,0.0,5.5,1.046,"",1046
2022-06-23,DIMAP,26.0,20.0,23.0,8.0,4.0,12.0,0.0,0.0,0.0,7.0,1.248,"",1248
2022-06-25,EMNID,26.0,20.0,24.0,8.0,4.0,10.0,0.0,0.0,0.0,8.0,1.769,"",1769
2022-06-25,INSA,26.0,20.0,22.0,9.0,4.0,11.0,0.0,0.0,0.0,8.0,TOM • 1.414,TOM,1414
2022-06-27,INSA,27.0,20.0,21.5,9.0,4.0,10.5,0.0,0.0,0.0,8.0,O • 2.101,O,2101
2022-06-28,FORSA,26.0,20.0,24.0,8.0,4.0,9.0,0.0,0.0,0.0,9.0,2.500,"",2500
2022-07-01,POLITBAROMETER,27.0,21.0,25.0,6.0,5.0,10.0,0.0,0.0,0.0,6.0,1.186,"",1186
2022-07-02,EMNID,26.0,20.0,25.0,8.0,4.0,10.0,0.0,0.0,0.0,7.0,1.410,"",1410
2022-07-02,INSA,27.0,20.0,22.0,9.0,4.0,11.0,0.0,0.0,0.0,7.0,TOM • 1.253,TOM,1253
2022-07-04,INSA,28.0,19.0,21.0,9.5,4.0,11.0,0.0,0.0,0.0,7.5,O • 2.066,O,2066
2022-07-05,FORSA,26.0,20.0,24.0,8.0,4.0,9.0,0.0,0.0,0.0,9.0,2.502,"",2502
2022-07-07,DIMAP,27.0,19.0,23.0,8.0,4.0,11.0,0.0,0.0,0.0,8.0,1.327,"",1327
2022-07-08,YOUGOV,28.0,19.0,20.0,7.0,5.0,12.0,0.0,0.0,0.0,8.0,O • 1.655,O,1655
2022-07-09,EMNID,25.0,20.0,24.0,7.0,5.0,10.0,0.0,0.0,0.0,9.0,1.426,"",1426
2022-07-10,INSA,28.0,19.0,22.0,8.0,4.0,10.0,0.0,0.0,0.0,9.0,TOM • 1.202,TOM,1202
2022-07-12,FORSA,26.0,19.0,24.0,7.0,5.0,9.0,0.0,0.0,0.0,10.0,2.503,"",2503
2022-07-12,INSA,27.0,20.0,21.0,8.5,4.5,11.0,0.0,0.0,0.0,8.0,O • 2.044,O,2044
2022-07-15,POLITBAROMETER,26.0,21.0,25.0,6.0,5.0,11.0,0.0,0.0,0.0,6.0,1.167,"",1167
2022-07-16,EMNID,25.0,20.0,24.0,8.0,4.0,11.0,0.0,0.0,0.0,8.0,1.433,"",1433
2022-07-16,INSA,26.0,19.0,22.0,8.0,5.0,11.0,0.0,0.0,0.0,9.0,TOM • 1.277,TOM,1277
2022-07-18,INSA,26.5,18.5,22.0,8.0,4.5,12.0,0.0,0.0,0.0,8.5,O • 2.062,O,2062
2022-07-19,FORSA,26.0,20.0,24.0,6.0,5.0,9.0,0.0,0.0,0.0,10.0,2.501,"",2501
2022-07-21,DIMAP,27.0,19.0,22.0,7.0,4.0,12.0,0.0,0.0,0.0,9.0,1.210,"",1210
2022-07-23,EMNID,25.0,19.0,23.0,8.0,5.0,11.0,0.0,0.0,0.0,9.0,1.392,"",1392
2022-07-23,INSA,27.0,18.0,23.0,8.0,5.0,12.0,0.0,0.0,0.0,7.0,TOM • 1.501,TOM,1501
2022-07-25,INSA,26.5,18.5,22.0,8.0,5.0,12.0,0.0,0.0,0.0,8.0,O • 2.043,O,2043
2022-07-26,FORSA,26.0,19.0,24.0,6.0,5.0,10.0,0.0,0.0,0.0,10.0,2.510,"",2510
2022-07-27,ALLENSBACH,27.5,22.0,22.0,7.0,5.0,11.0,0.0,0.0,0.0,5.5,1.006,"",1006
2022-07-27,GMS,27.0,18.0,23.0,9.0,5.0,10.0,0.0,0.0,0.0,8.0,T • 1.005,T,1005
2022-07-30,EMNID,26.0,21.0,22.0,7.0,5.0,11.0,0.0,0.0,0.0,8.0,1.413,"",1413
2022-07-30,INSA,26.0,19.0,22.0,9.0,5.0,12.0,0.0,0.0,0.0,7.0,TOM • 1.202,TOM,1202
2022-08-01,INSA,26.5,18.5,22.0,8.0,5.0,12.0,0.0,0.0,0.0,8.0,O • 2.144,O,2144
2022-08-02,FORSA,27.0,18.0,24.0,7.0,5.0,10.0,0.0,0.0,0.0,9.0,2.504,"",2504
2022-08-04,DIMAP,28.0,17.0,23.0,7.0,4.0,13.0,0.0,0.0,0.0,8.0,1.313,"",1313
2022-08-06,EMNID,25.0,21.0,23.0,6.0,5.0,11.0,0.0,0.0,0.0,9.0,1.426,"",1426
2022-08-06,INSA,27.0,19.0,21.0,9.0,5.0,12.0,0.0,0.0,0.0,7.0,TOM • 1.701,TOM,1701
2022-08-08,INSA,27.0,18.0,21.5,8.0,5.5,12.5,0.0,0.0,0.0,7.5,O • 2.099,O,2099
2022-08-09,FORSA,26.0,18.0,24.0,7.0,5.0,10.0,0.0,0.0,0.0,10.0,2.504,"",2504
2022-08-12,POLITBAROMETER,26.0,19.0,26.0,7.0,4.0,12.0,0.0,0.0,0.0,6.0,1.389,"",1389
2022-08-12,YOUGOV,27.0,19.0,21.0,6.0,6.0,14.0,0.0,0.0,0.0,7.0,O • 1.595,O,1595
2022-08-13,EMNID,27.0,21.0,22.0,7.0,5.0,11.0,0.0,0.0,0.0,7.0,1.422,"",1422
2022-08-13,INSA,27.0,19.0,22.0,9.0,5.0,12.0,0.0,0.0,0.0,6.0,TOM • 1.502,TOM,1502
2022-08-15,INSA,28.0,19.0,22.0,8.0,5.0,12.0,0.0,0.0,0.0,6.0,O • 2.146,O,2146
2022-08-16,FORSA,26.0,18.0,25.0,6.0,4.0,11.0,0.0,0.0,0.0,10.0,2.500,"",2500
2022-08-18,DIMAP,28.0,18.0,23.0,7.0,4.0,12.0,0.0,0.0,0.0,8.0,1.273,"",1273
2022-08-20,EMNID,28.0,20.0,23.0,6.0,4.0,12.0,0.0,0.0,0.0,7.0,1.429,"",1429
2022-08-20,INSA,28.0,19.0,21.0,8.0,5.0,12.0,0.0,0.0,0.0,7.0,TOM • 1.427,TOM,1427
2022-08-22,INSA,28.0,18.5,21.0,7.5,5.5,13.0,0.0,0.0,0.0,6.5,O • 2.091,O,2091
2022-08-23,FORSA,26.0,18.0,25.0,7.0,4.0,11.0,0.0,0.0,0.0,9.0,2.505,"",2505
2022-08-24,ALLENSBACH,29.0,19.5,21.0,8.0,5.0,12.0,0.0,0.0,0.0,5.5,1.038,"",1038
2022-08-27,EMNID,26.0,19.0,23.0,7.0,5.0,12.0,0.0,0.0,0.0,8.0,1.431,"",1431
2022-08-27,INSA,28.0,20.0,21.0,8.0,5.0,12.0,0.0,0.0,0.0,6.0,TOM • 1.204,TOM,1204
2022-08-29,INSA,27.5,19.0,20.5,8.0,5.5,13.0,0.0,0.0,0.0,6.5,O • 2.138,O,2138
2022-08-30,FORSA,26.0,17.0,25.0,7.0,5.0,11.0,0.0,0.0,0.0,9.0,2.503,"",2503
2022-09-01,DIMAP,27.0,17.0,22.0,8.0,5.0,13.0,0.0,0.0,0.0,8.0,1.324,"",1324
2022-09-03,EMNID,24.0,21.0,22.0,8.0,5.0,12.0,0.0,0.0,0.0,8.0,1.411,"",1411
2022-09-03,INSA,28.0,19.0,20.0,8.0,5.0,13.0,0.0,0.0,0.0,7.0,TOM • 1.203,TOM,1203
2022-09-06,FORSA,26.0,18.0,24.0,7.0,5.0,11.0,0.0,0.0,0.0,9.0,2.500,"",2500
2022-09-06,INSA,28.0,18.0,20.5,7.5,5.5,13.5,0.0,0.0,0.0,7.0,O • 2.004,O,2004
2022-09-09,POLITBAROMETER,28.0,19.0,23.0,6.0,5.0,13.0,0.0,0.0,0.0,6.0,1.299,"",1299
2022-09-10,EMNID,25.0,20.0,21.0,8.0,5.0,12.0,0.0,0.0,0.0,9.0,1.416,"",1416
2022-09-10,INSA,27.0,19.0,20.0,8.0,5.0,13.0,0.0,0.0,0.0,8.0,TOM • 1.443,TOM,1443
2022-09-12,INSA,28.0,18.0,20.0,8.0,5.5,13.5,0.0,0.0,0.0,7.0,O • 2.039,O,2039
2022-09-13,FORSA,28.0,19.0,20.0,6.0,5.0,13.0,0.0,0.0,0.0,9.0,2.501,"",2501
2022-09-15,DIMAP,28.0,17.0,21.0,7.0,5.0,14.0,0.0,0.0,0.0,8.0,1.224,"",1224
2022-09-16,ALLENSBACH,30.0,20.0,19.0,7.0,5.5,13.0,0.0,0.0,0.0,5.5,1.030,"",1030
2022-09-16,YOUGOV,29.0,16.0,19.0,6.0,7.0,14.0,0.0,0.0,0.0,7.0,O • 1.635,O,1635
2022-09-17,EMNID,26.0,20.0,21.0,7.0,5.0,13.0,0.0,0.0,0.0,8.0,1.443,"",1443
2022-09-17,INSA,28.0,19.0,19.0,7.0,6.0,13.0,0.0,0.0,0.0,8.0,TOM • 1.476,TOM,1476
2022-09-20,FORSA,28.0,19.0,19.0,7.0,5.0,13.0,0.0,0.0,0.0,9.0,2.506,"",2506
2022-09-20,INSA,28.5,18.5,19.0,7.5,5.5,14.0,0.0,0.0,0.0,7.0,O • 2.080,O,2080
2022-09-21,GMS,28.0,18.0,21.0,7.0,4.0,13.0,0.0,0.0,0.0,9.0,T • 1.003,T,1003
2022-09-24,EMNID,27.0,19.0,20.0,7.0,5.0,14.0,0.0,0.0,0.0,8.0,1.444,"",1444
2022-09-24,INSA,28.0,19.0,19.0,8.0,5.0,14.0,0.0,0.0,0.0,7.0,TOM • 1.255,TOM,1255
2022-09-26,INSA,27.5,18.0,19.5,8.0,5.5,15.0,0.0,0.0,0.0,6.5,O • 2.102,O,2102
2022-09-27,FORSA,28.0,18.0,20.0,7.0,5.0,13.0,0.0,0.0,0.0,9.0,2.505,"",2505
2022-09-30,POLITBAROMETER,27.0,18.0,22.0,7.0,5.0,14.0,0.0,0.0,0.0,7.0,1.355,"",1355
2022-10-01,EMNID,27.0,19.0,21.0,8.0,5.0,13.0,0.0,0.0,0.0,7.0,1.381,"",1381
2022-10-01,INSA,28.0,19.0,18.0,8.0,6.0,15.0,0.0,0.0,0.0,6.0,TOM • 1.210,TOM,1210
2022-10-04,FORSA,28.0,18.0,20.0,6.0,5.0,14.0,0.0,0.0,0.0,9.0,2.001,"",2001
2022-10-04,INSA,27.5,19.0,18.5,8.0,5.5,15.0,0.0,0.0,0.0,6.5,O • 2.008,O,2008
2022-10-06,DIMAP,28.0,17.0,19.0,7.0,5.0,15.0,0.0,0.0,0.0,9.0,1.307,"",1307
2022-10-08,EMNID,27.0,18.0,20.0,8.0,6.0,14.0,0.0,0.0,0.0,7.0,1.864,"",1864
2022-10-08,INSA,27.0,19.0,19.0,8.0,5.0,15.0,0.0,0.0,0.0,7.0,TOM • 1.315,TOM,1315
2022-10-10,INSA,27.5,19.5,19.0,7.5,5.0,15.0,0.0,0.0,0.0,6.5,O • 2.005,O,2005
2022-10-11,FORSA,28.0,18.0,20.0,6.0,5.0,14.0,0.0,0.0,0.0,9.0,2.501,"",2501
2022-10-13,DIMAP,26.0,19.0,20.0,6.0,5.0,15.0,0.0,0.0,0.0,9.0,1.225,"",1225
2022-10-14,YOUGOV,29.0,16.0,19.0,6.0,6.0,15.0,0.0,0.0,0.0,7.0,O • 1.617,O,1617
2022-10-15,EMNID,25.0,20.0,21.0,6.0,5.0,15.0,0.0,0.0,0.0,8.0,1.433,"",1433
2022-10-16,INSA,28.0,19.0,18.0,8.0,5.0,15.0,0.0,0.0,0.0,7.0,TOM • 1.327,TOM,1327
2022-10-17,INSA,27.5,19.5,18.5,7.5,4.5,15.5,0.0,0.0,0.0,7.0,O • 2.000,O,2000
2022-10-18,FORSA,27.0,20.0,20.0,6.0,4.0,14.0,0.0,0.0,0.0,9.0,2.505,"",2505
2022-10-20,ALLENSBACH,30.5,19.0,19.0,7.0,5.0,14.0,0.0,0.0,0.0,5.5,1.021,"",1021
2022-10-21,POLITBAROMETER,28.0,19.0,21.0,6.0,5.0,15.0,0.0,0.0,0.0,6.0,1.389,"",1389
2022-10-22,EMNID,23.0,22.0,20.0,7.0,4.0,16.0,0.0,0.0,0.0,8.0,1.435,"",1435
2022-10-23,INSA,27.0,20.0,18.0,8.0,5.0,15.0,0.0,0.0,0.0,7.0,TOM • 1.503,TOM,1503
2022-10-25,FORSA,28.0,19.0,20.0,6.0,4.0,14.0,0.0,0.0,0.0,9.0,2.502,"",2502
2022-10-25,INSA,26.5,20.5,17.5,8.5,4.5,15.0,0.0,0.0,0.0,7.5,O • 2.007,O,2007
2022-10-26,GMS,28.0,18.0,20.0,6.0,4.0,15.0,0.0,0.0,0.0,9.0,T • 1.002,T,1002
2022-10-29,EMNID,25.0,21.0,20.0,7.0,5.0,15.0,0.0,0.0,0.0,7.0,1.406,"",1406
2022-10-30,INSA,26.0,20.0,18.0,9.0,5.0,15.0,0.0,0.0,0.0,7.0,TOM • 1.230,TOM,1230
2022-11-01,INSA,26.0,20.5,18.0,9.0,4.5,15.0,0.0,0.0,0.0,7.0,O • 2.009,O,2009
2022-11-02,FORSA,27.0,20.0,20.0,6.0,4.0,14.0,0.0,0.0,0.0,9.0,2.503,"",2503
2022-11-03,DIMAP,28.0,19.0,19.0,6.0,5.0,14.0,0.0,0.0,0.0,9.0,1.307,"",1307
2022-11-05,EMNID,26.0,21.0,19.0,8.0,5.0,14.0,0.0,0.0,0.0,7.0,1.516,"",1516
2022-11-06,INSA,27.0,21.0,17.0,8.0,5.0,15.0,0.0,0.0,0.0,7.0,TOM • 1.286,TOM,1286
2022-11-07,INSA,27.0,21.0,17.5,8.0,4.5,14.5,0.0,0.0,0.0,7.5,O • 2.007,O,2007
2022-11-08,FORSA,28.0,19.0,19.0,6.0,5.0,14.0,0.0,0.0,0.0,9.0,2.502,"",2502
2022-11-10,DIMAP,28.0,18.0,19.0,7.0,4.0,14.0,0.0,0.0,0.0,10.0,1.225,"",1225
2022-11-11,POLITBAROMETER,28.0,19.0,22.0,5.0,5.0,15.0,0.0,0.0,0.0,6.0,1.310,"",1310
2022-11-11,YOUGOV,29.0,18.0,20.0,5.0,7.0,16.0,0.0,0.0,0.0,5.0,O • 1.608,O,1608
2022-11-12,EMNID,26.0,21.0,20.0,7.0,5.0,14.0,0.0,0.0,0.0,7.0,1.442,"",1442
2022-11-13,INSA,28.0,21.0,18.0,7.0,4.0,15.0,0.0,0.0,0.0,7.0,TOM • 1.255,TOM,1255
2022-11-14,INSA,27.5,20.5,17.5,7.0,4.5,15.0,0.0,0.0,0.0,8.0,O • 2.010,O,2010
2022-11-15,FORSA,28.0,19.0,20.0,6.0,4.0,14.0,0.0,0.0,0.0,9.0,2.503,"",2503
2022-11-19,EMNID,27.0,20.0,19.0,7.0,5.0,13.0,0.0,0.0,0.0,9.0,1.443,"",1443
2022-11-20,INSA,28.0,20.0,17.0,7.0,5.0,15.0,0.0,0.0,0.0,8.0,TOM • 1.314,TOM,1314
2022-11-21,INSA,28.0,20.0,17.0,7.5,5.0,15.0,0.0,0.0,0.0,7.5,O • 2.004,O,2004
2022-11-22,FORSA,28.0,19.0,20.0,6.0,5.0,13.0,0.0,0.0,0.0,9.0,2.502,"",2502
2022-11-24,ALLENSBACH,29.5,20.0,20.0,7.0,4.0,14.0,0.0,0.0,0.0,5.5,1.042,"",1042
2022-11-25,POLITBAROMETER,28.0,19.0,22.0,5.0,6.0,14.0,0.0,0.0,0.0,6.0,1.273,"",1273
2022-11-26,EMNID,29.0,19.0,19.0,7.0,4.0,13.0,0.0,0.0,0.0,9.0,1.430,"",1430
2022-11-27,INSA,27.0,21.0,18.0,7.0,5.0,15.0,0.0,0.0,0.0,7.0,TOM • 1.501,TOM,1501
2022-11-28,INSA,27.0,21.0,17.5,7.0,5.0,15.0,0.0,0.0,0.0,7.5,O • 2.006,O,2006
2022-11-29,FORSA,29.0,19.0,20.0,6.0,5.0,12.0,0.0,0.0,0.0,9.0,2.505,"",2505
2022-12-01,DIMAP,30.0,18.0,18.0,5.0,5.0,15.0,0.0,0.0,0.0,9.0,1.318,"",1318
2022-12-02,GMS,28.0,18.0,21.0,7.0,4.0,12.0,0.0,0.0,0.0,10.0,T • 1.005,T,1005
2022-12-03,EMNID,27.0,18.0,20.0,7.0,5.0,14.0,0.0,0.0,0.0,9.0,1.414,"",1414
2022-12-03,INSA,28.0,20.0,17.0,7.0,5.0,15.0,0.0,0.0,0.0,8.0,TOM • 1.502,TOM,1502
2022-12-06,FORSA,29.0,19.0,19.0,7.0,5.0,12.0,0.0,0.0,0.0,9.0,2.500,"",2500
2022-12-06,INSA,28.0,20.5,17.0,7.0,5.0,14.5,0.0,0.0,0.0,8.0,O • 2.008,O,2008
2022-12-08,DIMAP,29.0,18.0,18.0,6.0,5.0,15.0,0.0,0.0,0.0,9.0,1.259,"",1259
